id,name,lat,lon,cuisine,avg_rating,prep_capacity,manager_contact
2266,Fresh Express,12.967158,77.601663,Continental,3.8,15,+91-991001528
2267,Hot Cafe,12.979872,77.596749,Beverages,4.4,6,+91-899517091
2268,Curry Diner,12.975724,77.60054,North Indian,,6,
2269,Hot Hub,12.95683,77.582845,North Indian,3.5,15,+91-840464181
2270,Bombay Treats,12.983911,77.583057,Fast Food,4.2,15,+91-835245107
2271,Wok House,12.958117,77.60169,South Indian,4.2,0,+91-963835402
2272,Garden Corner,12.967055,77.606917,Chinese,4.6,10,+91-716860211
2273,Namma Bites,12.972354,77.594469,Continental,3.5,8,+91-815499946
2274,Cloud House,12.981142,77.604962,Healthy Bowls,3.0,10,+91-851965117
2275,Bombay Plate,12.979786,77.585637,North Indian,3.7,10,+91-943212275
2276,Garden Express,12.969752,77.590929,South Indian,4.5,8,+91-732385662
2277,Urban Express,12.979954,77.586834,Bakery & Desserts,,8,+91-862647572
2278,Wok Kitchen,12.960713,77.597453,Bakery & Desserts,3.0,20,+91-790223665
2279,Hot Cafe,12.966353,77.58096,North Indian,2.9,8,+91-966206761
2280,Urban Express,12.969703,77.600254,Italian,3.3,20,+91-877388280
2281,Cloud Corner,12.966613,77.608544,Chinese,,8,+91-929428383
2282,Curry House,12.973295,77.603734,Italian,3.8,20,+91-718579650
2283,Fresh Kitchen,12.959126,77.5892,Fast Food,3.2,4,+91-968502641
2284,Wok Bistro,12.983854,77.59052,South Indian,4.2,20,+91-996237148
2285,Tandoor Hub,12.95903,77.579106,Healthy Bowls,4.2,10,+91-818620974
2286,Tandoor Diner,12.98471,77.585436,South Indian,3.1,12,+91-993020794
2287,Namma Bites,12.96058,77.581734,Bakery & Desserts,3.0,8,+91-825288519
2288,Fresh Diner,12.980332,77.590088,Beverages,3.7,8,+91-720868301
2289,Green Corner,12.967541,77.584888,Biryani,,200,+91-742753932
2290,Spice Box,12.973535,77.596358,Italian,3.5,8,+91-870745479
2291,Cloud Bistro,12.979959,77.580111,North Indian,4.1,15,+91-856705847
2292,Hot Plate,12.965123,77.580802,Chinese,3.7,12,+91-799258921
2293,Spice Eats,12.959829,77.584121,Biryani,3.3,10,+91-923225823
2294,Tandoor Bowl,12.963121,77.599641,Italian,4.4,15,+91-761906771
2295,Cloud Junction,12.972335,77.601757,Italian,2.8,12,
2296,Curry Plate,12.985629,77.593924,Bakery & Desserts,3.8,12,+91-834721194
2297,Tandoor House,12.957078,77.57934,Fast Food,3.0,4,+91-842406090
2298,Daily Kitchen,12.964208,77.590286,Continental,3.5,200,
2299,Daily House,12.959124,77.603595,Healthy Bowls,4.1,8,+91-992790229
2300,Garden House,12.968254,77.58943,Healthy Bowls,3.7,4,+91-977246547
2301,Garden Junction,12.971615,77.602603,Italian,3.6,6,+91-883001397
2302,Royal Cafe,12.9626,77.579408,Italian,3.2,20,+91-932263132
2303,Cloud Box,12.978942,77.585557,Fast Food,4.8,8,+91-866943605
2304,Green Hub,12.962153,77.585589,South Indian,,10,+91-723725923
2305,Curry House,12.967587,77.588057,Healthy Bowls,3.9,10,+91-943588245
2306,Fresh Junction,12.968026,77.590667,Healthy Bowls,3.8,4,+91-910401299
2307,Bombay Hub,12.956506,77.595921,Healthy Bowls,3.3,15,+91-734310183
2308,Hot Treats,12.979498,77.583239,South Indian,3.2,4,+91-945463333
2309,Cloud Express,12.957196,77.60237,Healthy Bowls,3.9,6,+91-735847589
2310,Bombay Plate,12.956254,77.595767,Healthy Bowls,4.8,15,+91-880574403
2311,Hot Diner,12.97521,77.603882,Fast Food,3.8,8,+91-831639913
2312,Bombay House,12.985355,77.582914,South Indian,4.6,20,+91-984207900
2313,Wok Kitchen,12.975434,77.599813,Bakery & Desserts,,6,+91-752061564
2314,Madras Bites,12.968604,77.586384,South Indian,3.8,8,+91-823872173
2315,Madras Bites,12.968994,77.588363,Beverages,3.9,4,+91-789185430
2316,Spice Junction,12.976345,77.606986,Continental,3.2,4,+91-820315939
2317,Curry Bistro,12.969233,77.5944,Chinese,3.3,15,+91-920318892
2318,Royal Corner,12.970647,77.606151,Healthy Bowls,,20,+91-973917384
2319,Hot Corner,12.977122,77.597844,Biryani,3.5,6,+91-990222197
2320,Garden House,12.984946,77.596141,Chinese,3.4,15,
2321,Royal House,12.965909,77.609354,Beverages,2.9,12,+91-994469965
2322,Garden Corner,12.97925,77.610007,Beverages,4.7,4,+91-815009362
2323,Curry Treats,12.959488,77.595944,Healthy Bowls,3.3,20,+91-922591773
2324,Spice Treats,12.965646,77.585564,Italian,,20,+91-755321958
2325,Cloud Treats,12.980405,77.598496,Bakery & Desserts,3.4,20,+91-714309791
2326,Fresh Eats,12.973597,77.602576,Chinese,3.8,15,+91-966175091
2327,Wok Bites,12.968415,77.58066,Italian,3.8,10,
2328,Green Kitchen,12.970922,77.585844,Chinese,4.2,15,+91-792776015
2329,Hot Bites,12.972407,77.603941,North Indian,4.7,6,+91-922635867
2330,Daily Corner,12.98413,77.581796,Fast Food,3.4,12,+91-714136232
2331,Daily Eats,12.960635,77.587544,Biryani,,12,+91-925839749
2332,Cloud House,12.976986,77.595072,Biryani,3.4,12,+91-835824230
2333,Urban Box,12.975472,77.598441,Italian,3.5,20,+91-995018569
2334,Garden Express,12.975555,77.594874,Bakery & Desserts,4.2,20,+91-852885916
2335,Fresh Treats,12.975328,77.5844,Chinese,,6,+91-799115882
2336,Tandoor Bistro,12.985569,77.59215,Chinese,3.3,12,
2337,Daily Bistro,12.957694,77.604927,Italian,2.8,12,+91-897738800
2338,Spice Junction,12.97579,77.583361,Bakery & Desserts,3.9,6,+91-779443222
2339,Curry Corner,12.972842,77.585962,Italian,3.0,15,+91-715003971
2340,Royal Bistro,12.971847,77.603433,Fast Food,3.3,12,+91-754260904
2341,Curry Bowl,12.966593,77.592993,North Indian,3.5,20,+91-760092419
2342,Wok Cafe,12.975081,77.606732,North Indian,3.7,12,+91-890656763
2343,Madras Bowl,12.958676,77.60618,North Indian,3.1,200,+91-778271020
2344,Green Corner,12.985985,77.585393,Healthy Bowls,4.2,12,+91-787764508
2345,Hot House,12.963863,77.579125,Beverages,4.6,4,+91-921408980
2346,Wok House,12.982681,77.598479,South Indian,,20,+91-770133687
2347,Garden Bowl,12.958884,77.59115,Bakery & Desserts,3.5,15,+91-922874422
2348,Green Treats,12.9679,77.59979,Chinese,4.3,8,+91-753978615
2349,Wok Corner,12.956197,77.609845,Biryani,2.8,8,+91-975024805
2350,Garden Plate,12.966581,77.580058,Fast Food,4.5,10,+91-954443931
2351,Spice Eats,12.981249,77.58258,Chinese,4.9,15,+91-867422715
2352,Garden Eats,12.979426,77.602778,Fast Food,4.5,15,+91-886902763
2353,Garden Diner,12.963424,77.602557,North Indian,3.2,150,
2354,Bombay Diner,12.958143,77.603052,Healthy Bowls,3.5,20,+91-777607494
2355,Garden Box,12.983109,77.583318,Beverages,3.9,20,+91-829687189
2356,Madras Bites,12.957251,77.584818,Fast Food,3.4,15,+91-842830348
2357,Cloud Express,12.963044,77.595791,Italian,3.7,10,+91-970195738
2358,Wok Cafe,12.983849,77.605422,Fast Food,3.6,10,+91-962093145
2359,Namma Bowl,12.96344,77.591157,North Indian,4.7,12,+91-876544513
2360,Fresh Corner,12.986518,77.606078,Fast Food,4.8,20,+91-969877900
2361,Wok Eats,12.979597,77.603791,North Indian,4.4,10,+91-945586276
2362,Garden Cafe,12.983508,77.579321,Bakery & Desserts,3.0,12,
2363,Curry Hub,12.965747,77.593678,Italian,,12,+91-747280747
2364,Royal Junction,12.979231,77.604082,Biryani,3.1,15,+91-897871558
2365,Royal Express,12.976631,77.590295,Italian,3.1,10,+91-711809088
2366,Bombay Kitchen,12.983174,77.579778,Healthy Bowls,2.9,15,+91-758542943
2367,Fresh Plate,12.981983,77.581089,Healthy Bowls,4.0,10,
2368,Namma Bites,12.958858,77.606975,Beverages,3.4,10,+91-822483511
2369,Madras Diner,12.971943,77.603052,Beverages,3.4,10,+91-883492271
2370,Spice Plate,12.983934,77.601261,Biryani,3.6,8,
2371,Hot Express,12.976141,77.58077,Italian,2.8,6,+91-812328554
2372,Cloud Bites,12.965697,77.605422,Healthy Bowls,3.2,6,
2373,Madras Kitchen,12.983621,77.595622,Fast Food,3.7,6,
2374,Royal Express,12.970121,77.602301,Fast Food,4.6,20,+91-823839405
2375,Garden Hub,12.956134,77.60731,Chinese,3.3,12,+91-982111233
2376,Daily Eats,12.984905,77.600423,Bakery & Desserts,4.7,20,+91-959186621
2377,Spice Express,12.958043,77.600178,Biryani,3.2,10,
2378,Namma Bistro,12.962321,77.598504,Continental,3.2,4,+91-793198445
2379,Green Plate,12.957452,77.597075,South Indian,4.8,12,+91-960571870
2380,Tandoor Bites,12.970343,77.602853,Continental,4.6,12,+91-983515297
2381,Hot Kitchen,12.984129,77.603094,Italian,2.9,8,
2382,Green Box,12.975014,77.604726,Chinese,4.1,8,+91-988870241
2383,Urban Diner,12.979136,77.581851,Biryani,4.7,8,+91-936392820
2384,Cloud Bowl,12.963583,77.589235,Biryani,2.9,4,
2385,Bombay Diner,12.965434,77.578928,South Indian,3.0,4,+91-783689502
2386,Royal Cafe,12.965299,77.603178,Bakery & Desserts,4.3,6,+91-826063090
2387,Tandoor Treats,12.980659,77.602343,Healthy Bowls,3.7,12,+91-965965577
2388,Fresh Box,12.965417,77.581225,South Indian,,4,+91-892659260
2389,Daily Box,12.958585,77.580484,Continental,3.1,8,+91-966022914
2390,Tandoor Hub,12.981975,77.608202,South Indian,3.8,15,+91-786300194
2391,Spice Diner,12.980531,77.609147,Italian,3.8,20,
2392,Cloud Bistro,12.966648,77.585973,Biryani,4.4,12,+91-914094384
2393,Bombay Box,12.957092,77.599252,Fast Food,4.1,15,+91-929427754
2394,Royal Express,12.975122,77.581428,North Indian,4.9,20,
2395,Spice Bistro,12.975816,77.595112,Bakery & Desserts,,0,+91-945184829
2396,Garden Corner,12.956009,77.603662,Beverages,4.8,10,+91-787788812
2397,Cloud Diner,12.956345,77.60646,Healthy Bowls,3.7,15,+91-894155184
2398,Tandoor Bites,12.982512,77.592405,Continental,3.9,12,+91-792321426
2399,Curry Junction,12.97555,77.586205,North Indian,3.1,6,
2400,Curry Diner,12.958726,77.601861,Bakery & Desserts,,8,+91-820689300
2401,Curry Diner,12.979717,77.598293,North Indian,3.1,15,+91-843003049
2402,Fresh Corner,12.973524,77.609024,Fast Food,,15,+91-716412872
2403,Bombay Express,12.986225,77.586067,Continental,3.6,4,+91-985752409
2404,Cloud Plate,12.966204,77.585674,Bakery & Desserts,4.5,8,+91-780963668
2405,Daily Bowl,12.979543,77.591844,Bakery & Desserts,3.1,6,+91-734906958
2406,Wok Express,12.983524,77.583683,Continental,4.4,4,+91-968624906
2407,Madras Diner,12.984345,77.595056,Fast Food,4.5,10,+91-763582893
2408,Curry Cafe,12.964513,77.604255,Fast Food,4.0,20,
2409,Bombay Bowl,12.967037,77.585021,Biryani,4.3,12,+91-846847864
2410,Green House,12.972798,77.593235,South Indian,3.4,12,+91-869560834
2411,Hot Hub,12.965943,77.58245,South Indian,4.1,10,+91-852720637
2412,Cloud Junction,12.957902,77.590062,Fast Food,4.1,10,+91-916686777
2413,Hot Diner,12.973703,77.585209,Chinese,,4,
2414,Bombay Hub,12.979875,77.589073,Chinese,3.4,6,+91-950977967
2415,Bombay Junction,12.980313,77.597806,Bakery & Desserts,4.0,12,+91-995062950
2416,Green Kitchen,12.983576,77.609667,Italian,3.4,4,+91-842482142
2417,Madras Junction,12.967591,77.606797,Beverages,3.5,8,+91-730701884
2418,Wok Junction,12.98416,77.579909,Beverages,4.8,20,
2419,Hot Bites,12.959953,77.598732,Bakery & Desserts,4.6,8,+91-981231443
2420,Bombay Plate,12.981872,77.589769,Chinese,3.6,4,+91-853081518
2421,Cloud Eats,12.978725,77.605793,Italian,4.6,15,+91-921991120
2422,Madras Corner,12.984854,77.590961,Italian,3.6,10,+91-969835743
2423,Spice Eats,12.973558,77.603456,Beverages,3.0,20,+91-777762831
2424,Royal House,12.95767,77.594065,Chinese,4.2,8,+91-837650014
2425,Green Treats,12.97711,77.592342,Continental,4.4,20,+91-773870020
2426,Royal Junction,12.964308,77.592838,Biryani,2.9,4,+91-738218853
2427,Daily Junction,12.976037,77.588389,Continental,3.8,8,+91-910358749
2428,Fresh Eats,12.982162,77.5871,North Indian,4.8,15,+91-889690750
2429,Spice Hub,12.970442,77.5826,North Indian,4.8,15,+91-892485055
2430,Urban Eats,12.98635,77.586293,Fast Food,3.8,6,+91-863860348
2431,Green Hub,12.963746,77.585744,Beverages,3.6,8,+91-752154274
2432,Namma Bowl,12.960453,77.606143,Biryani,2.8,20,+91-875227723
2433,Bombay Bowl,12.979499,77.588245,Continental,3.7,4,+91-894298106
2434,Madras Express,12.976089,77.603454,Italian,4.3,20,
2435,Madras Bistro,12.956184,77.581856,Healthy Bowls,3.7,15,+91-775651230
2436,Hot Bites,12.978652,77.604412,Fast Food,3.5,8,+91-977016752
2437,Daily Junction,12.985643,77.590532,North Indian,2.9,12,
2438,Cloud Eats,12.966734,77.60029,North Indian,3.7,4,+91-887124734
2439,Hot Treats,12.95667,77.595976,Chinese,3.5,15,+91-759011649
2440,Cloud Diner,12.974106,77.603579,Healthy Bowls,3.6,6,+91-959394059
2441,Hot Diner,12.983734,77.604059,Healthy Bowls,3.8,10,+91-938673093
2442,Urban Bistro,12.962975,77.589653,Italian,3.0,6,+91-976102083
2443,Curry Junction,12.975928,77.609819,Bakery & Desserts,4.7,8,+91-818396069
2444,Spice Bites,12.986022,77.587177,North Indian,4.7,15,+91-858956912
2445,Garden Kitchen,12.973543,77.583508,Continental,4.6,6,+91-773199846
2446,Hot Bistro,12.981513,77.608871,South Indian,3.9,20,+91-926945764
2447,Daily Bistro,12.977111,77.609221,Chinese,,15,+91-821087507
2448,Daily Hub,12.985145,77.597339,Continental,4.9,20,+91-870599967
2449,Green Junction,12.98644,77.598734,Biryani,3.2,15,+91-979896822
2450,Namma Hub,12.958722,77.603319,Biryani,3.6,10,+91-917776399
2451,Cloud Diner,12.962194,77.605017,South Indian,3.3,20,+91-982082682
2452,Bombay House,12.980515,77.587543,Fast Food,3.1,4,+91-942606058
2453,Wok House,12.965957,77.609793,South Indian,3.2,150,+91-849068079
2454,Hot Treats,12.970599,77.594053,North Indian,4.2,10,+91-860629134
2455,Spice Cafe,12.96022,77.597918,Bakery & Desserts,4.2,4,
2456,Namma Eats,12.960313,77.587622,Continental,2.9,8,+91-940358467
2457,Madras Eats,12.983954,77.600081,Fast Food,4.5,8,
2458,Royal Plate,12.975212,77.591441,Italian,2.8,20,+91-775302659
2459,Tandoor Bowl,12.976246,77.585943,South Indian,4.1,15,+91-884981169
2460,Namma Express,12.973964,77.584611,Healthy Bowls,4.8,10,+91-918990534
2461,Madras Plate,12.974748,77.599004,Chinese,3.5,150,
2462,Spice Diner,12.973884,77.608335,Continental,4.5,0,+91-741125764
2463,Namma Bites,12.961968,77.610397,Continental,3.2,20,+91-842120058
2464,Urban Cafe,12.983932,77.589041,Fast Food,3.3,12,+91-931867339
2465,Wok Bistro,12.979101,77.588336,South Indian,3.9,6,+91-788236411
2466,Spice Box,12.978209,77.59672,Italian,4.4,12,+91-813600484
2467,Namma Cafe,12.961752,77.589653,North Indian,3.4,6,+91-822512134
2468,Daily Bites,12.986422,77.586708,Continental,3.2,10,+91-864185284
2469,Madras Eats,12.97024,77.606301,North Indian,,8,+91-788802221
2470,Cloud Hub,12.981169,77.593161,Italian,4.1,10,+91-887865625
2471,Hot Plate,12.98092,77.602549,Beverages,4.4,10,+91-910043257
2472,Namma Eats,12.96527,77.587589,North Indian,4.3,10,
2473,Spice Eats,12.958567,77.589622,Biryani,3.1,4,+91-887808888
2474,Bombay Junction,12.97858,77.588165,South Indian,2.9,12,+91-857122944
2475,Namma Treats,12.968986,77.593363,Beverages,3.6,12,+91-713319085
2476,Fresh Diner,12.979863,77.597159,Fast Food,3.6,20,+91-889206277
2477,Garden Hub,12.978925,77.584424,Bakery & Desserts,,12,+91-993858663
2478,Bombay Box,12.980161,77.592771,Beverages,3.6,4,+91-829369643
2479,Fresh Express,12.96764,77.594504,Beverages,,20,+91-826535987
2480,Tandoor Express,12.959761,77.597706,North Indian,4.8,15,+91-942461414
2481,Fresh Treats,12.95726,77.583179,Italian,3.6,20,
2482,Fresh Corner,12.982741,77.608925,Italian,2.8,12,+91-762584867
2483,Green House,12.96594,77.583098,Chinese,3.3,15,+91-844065587
2484,Royal Corner,12.972594,77.605097,Continental,4.8,6,+91-711316102
2485,Green Box,12.96379,77.590188,Chinese,2.8,6,+91-959011418
2486,Namma Eats,12.966257,77.579556,Bakery & Desserts,4.1,10,+91-989200771
2487,Curry Box,12.986031,77.584001,South Indian,2.9,4,+91-865660855
2488,Daily Treats,12.98512,77.609045,Chinese,3.8,12,+91-837243875
2489,Green Bistro,12.982044,77.600989,Chinese,4.0,20,
2490,Green Corner,12.984903,77.597078,South Indian,3.3,20,
2491,Hot Kitchen,12.955744,77.588974,Chinese,3.5,15,
2492,Daily Kitchen,12.960695,77.601106,South Indian,3.8,8,+91-776879246
2493,Hot House,12.975424,77.599674,North Indian,3.4,10,+91-923109745
2494,Cloud Treats,12.966976,77.591584,Beverages,3.2,4,
2495,Green Plate,12.972706,77.603144,Continental,4.5,0,+91-776224539
2496,Namma Bites,12.960136,77.586213,Bakery & Desserts,4.2,10,+91-889781530
2497,Bombay House,12.960513,77.582907,Fast Food,3.9,12,+91-958987133
2498,Madras Cafe,12.957017,77.582019,Healthy Bowls,4.8,15,+91-727541695
2499,Tandoor Diner,12.957079,77.605748,Biryani,3.3,6,
2500,Curry Bistro,12.964197,77.599318,Beverages,3.9,12,+91-759922823
2501,Urban Junction,12.984864,77.604538,Italian,4.2,4,
2502,Wok Cafe,12.980802,77.589296,Fast Food,3.0,20,+91-841973862
2503,Tandoor Bowl,12.97425,77.58367,Healthy Bowls,,12,+91-773059095
2504,Wok Hub,12.978884,77.58614,Bakery & Desserts,3.8,6,+91-836515110
2505,Green Treats,12.975749,77.589563,Beverages,3.1,20,+91-851256541
2506,Cloud Hub,12.96273,77.595193,North Indian,4.1,12,+91-796875656
2507,Green Cafe,12.9562,77.588099,Healthy Bowls,4.8,15,+91-718833609
2508,Curry Cafe,12.969006,77.589939,Bakery & Desserts,4.6,10,+91-926896770
2509,Wok Kitchen,12.967311,77.597605,Italian,4.1,4,+91-717871521
2510,Tandoor Cafe,12.984796,77.600321,Italian,4.3,20,+91-944712014
2511,Madras Treats,12.971323,77.606321,North Indian,4.1,12,+91-954286365
2512,Green Cafe,12.975146,77.610122,Fast Food,4.0,15,+91-892739430
2513,Hot Cafe,12.968952,77.591894,Beverages,3.0,8,+91-967884912
2514,Green Cafe,12.980213,77.583833,Italian,2.8,15,
2515,Spice Junction,12.956814,77.609684,Fast Food,3.7,20,
2516,Hot Plate,12.971704,77.586581,Biryani,4.2,4,+91-963761226
2517,Hot Plate,12.975416,77.597758,North Indian,3.7,8,+91-736367463
2518,Fresh Junction,12.965385,77.585998,Healthy Bowls,,8,+91-956541288
2519,Hot Bites,12.961185,77.593602,Biryani,3.3,20,+91-974612668
2520,Cloud Box,12.963038,77.589492,Italian,,6,+91-873841079
2521,Fresh Diner,12.985469,77.579292,Biryani,4.5,6,
2522,Tandoor Bites,12.984907,77.591392,Chinese,4.5,10,+91-776928515
2523,Green Hub,12.957332,77.597408,North Indian,3.1,15,+91-851010015
2524,Tandoor Bowl,12.957879,77.597599,Biryani,3.1,6,+91-720115683
2525,Garden Plate,12.974364,77.605623,Biryani,3.5,15,+91-819178028
2526,Urban Bowl,12.975327,77.606584,Beverages,3.5,10,+91-933310618
2527,Tandoor Corner,12.986281,77.598818,Bakery & Desserts,4.6,10,+91-999874179
2528,Wok Plate,12.983523,77.599628,Bakery & Desserts,3.1,20,+91-815574806
2529,Fresh Diner,12.964853,77.580352,Bakery & Desserts,3.6,15,+91-835480895
2530,Madras Kitchen,12.977547,77.600767,Continental,,20,
2531,Hot House,12.964705,77.602738,North Indian,4.1,10,+91-789711480
2532,Wok Junction,12.962228,77.587594,South Indian,3.3,12,+91-757286830
2533,Royal Box,12.958435,77.604754,Bakery & Desserts,2.9,8,+91-884733013
2534,Bombay Express,12.972762,77.58373,Continental,,10,+91-995673663
2535,Cloud Eats,12.987073,77.582192,Fast Food,4.1,10,
2536,Hot Bistro,12.972104,77.601869,North Indian,3.3,20,+91-788381581
2537,Urban Hub,12.975722,77.59683,Fast Food,3.4,12,
2538,Spice Junction,12.968001,77.58703,Bakery & Desserts,4.3,10,+91-823552803
2539,Madras Kitchen,12.958288,77.588338,Biryani,4.5,20,+91-977616303
2540,Bombay Bites,12.957162,77.598626,Healthy Bowls,2.8,4,+91-854463178
2541,Daily Cafe,12.979869,77.585446,Beverages,3.3,15,+91-824531132
2542,Madras House,12.974541,77.583748,Biryani,3.8,0,
2543,Royal Eats,12.964004,77.580442,Fast Food,2.8,4,+91-714895996
2544,Namma Eats,12.976906,77.597357,Italian,3.8,15,+91-860668069
2545,Curry Bistro,12.958717,77.585466,Fast Food,3.3,15,
2546,Green Treats,12.962749,77.583636,Italian,3.8,15,+91-765401934
2547,Daily Junction,12.965651,77.587287,Chinese,3.8,6,+91-929498095
2548,Royal Hub,12.966378,77.593075,Bakery & Desserts,,6,+91-815228178
2549,Bombay Eats,12.967513,77.602394,South Indian,3.0,8,+91-979334562
2550,Garden Diner,12.982827,77.583912,North Indian,3.7,10,
2551,Bombay Diner,12.96135,77.597132,Continental,3.4,15,+91-965872719
2552,Madras Treats,12.958253,77.583097,Biryani,4.5,20,+91-931484322
2553,Namma Express,12.981176,77.586905,Fast Food,4.6,6,+91-820309185
2554,Urban Eats,12.965207,77.57993,South Indian,2.9,6,+91-945375799
2555,Curry Hub,12.980816,77.597937,Healthy Bowls,3.6,4,+91-786217000
2556,Urban Eats,12.982266,77.582572,Healthy Bowls,4.1,15,+91-790429634
2557,Bombay Junction,12.960176,77.588321,Continental,4.4,8,+91-822513974
2558,Urban House,12.961936,77.580832,Continental,3.5,8,+91-895386753
2559,Cloud Kitchen,12.959307,77.606564,Fast Food,2.9,8,+91-961860648
2560,Garden Diner,12.970104,77.588069,Beverages,2.9,6,+91-846475851
2561,Daily Express,12.96567,77.582605,Beverages,4.9,12,+91-939861312
2562,Bombay Corner,12.962473,77.61038,Fast Food,4.0,12,+91-724299908
2563,Fresh Corner,12.978257,77.591182,South Indian,4.1,8,
2564,Bombay Bowl,12.960971,77.60289,Italian,4.3,12,+91-921756011
2565,Spice Diner,12.977534,77.579759,Healthy Bowls,3.5,10,+91-962143240
2566,Green Cafe,12.985393,77.579282,Fast Food,3.6,12,+91-788366804
2567,Namma Corner,12.981722,77.59751,Continental,,4,+91-917188330
2568,Bombay Kitchen,12.985083,77.593192,South Indian,4.8,20,+91-889929117
2569,Wok Kitchen,12.961913,77.585064,Beverages,3.0,4,+91-914900781
2570,Wok House,12.964497,77.579356,Fast Food,3.0,20,+91-840527771
2571,Namma Corner,12.963036,77.599899,Healthy Bowls,4.9,8,+91-974430538
